Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Bmi_Category,dutration_min,calories_per_min,workout_intensity
50,Female,70.4,1.55,160,143,58,0.73,470,Strength,29.9,2.7,2,1,29.3,Obese,43.8,10.73059361,Medium
23,Male,57.7,1.71,179,149,58,1.15,942,Strength,27,3.4,3,2,19.73,Normal,69,13.65217391,High
27,Male,75.7,1.76,167,132,66,0.68,494,Cardio,25.3,2.3,3,1,24.44,Normal,40.8,12.10784314,Medium
22,Female,61.8,1.52,169,166,61,1.83,1519,Yoga,17,2.7,5,3,26.75,Obese,109.8,13.83424408,High
40,Male,80.3,1.76,168,167,74,1.63,1497,Strength,13.1,3.5,5,3,25.92,Obese,97.8,15.30674847,High
27,Male,104.3,1.68,162,135,62,1.28,950,Cardio,29.7,3.5,3,2,36.95,Overweight,76.8,12.36979167,High
19,Female,65.7,1.58,170,121,57,1.46,883,Cardio,25.9,1.9,3,2,26.32,Obese,87.6,10.07990868,High
30,Male,120.3,1.96,171,136,65,0.66,494,Yoga,23.9,2.6,2,1,31.32,Overweight,39.6,12.47474747,Medium
57,Female,51.9,1.57,169,151,67,1.05,713,HIIT,29.1,2.6,3,2,21.06,Normal,63,11.31746032,High
19,Female,59.1,1.57,184,162,50,1.65,1336,Cardio,17.9,2.7,5,3,23.98,Normal,99,13.49494949,High
37,Female,66.9,1.75,184,127,50,1.38,876,Strength,26.5,2.1,4,2,21.84,Normal,82.8,10.57971014,High
18,Female,66.9,1.75,170,122,61,0.94,573,Yoga,26.8,1.7,2,1,21.84,Normal,56.4,10.15957447,Medium
54,Male,78.7,1.66,195,131,55,1.42,921,Yoga,22.9,2.6,3,2,28.56,Obese,85.2,10.80985915,High
26,Female,62.4,1.61,198,139,58,1.88,1307,Yoga,19.8,2.7,4,3,24.07,Normal,112.8,11.58687943,High
34,Male,102.1,1.71,185,135,72,0.96,713,HIIT,27.3,3.2,2,1,34.92,Overweight,57.6,12.37847222,Medium
26,Male,51.9,2,173,133,54,0.75,549,HIIT,26.6,2.3,2,1,12.97,Underweight,45,12.2,Medium
28,Male,58.3,2,198,135,65,1.32,980,Strength,28.2,3,4,2,14.57,Underweight,79.2,12.37373737,High
32,Male,89.8,1.92,199,168,67,1.93,1783,Strength,10.6,3.5,4,3,24.36,Normal,115.8,15.39723661,High
41,Male,101.1,1.83,160,162,66,0.79,634,Yoga,28.6,3.2,2,1,30.19,Overweight,47.4,13.37552743,Medium
55,Male,118.6,1.72,163,168,67,0.77,640,Strength,25.9,2.6,3,1,40.09,Overweight,46.2,13.85281385,Medium
52,Male,84.8,1.85,189,152,50,1.19,895,Cardio,23.4,3.2,2,1,24.78,Normal,71.4,12.53501401,High
47,Male,80,1.77,171,149,68,0.72,531,HIIT,28.2,3.5,3,1,25.54,Obese,43.2,12.29166667,Medium
48,Male,73.1,1.83,194,131,71,1.05,681,Yoga,28,2.8,4,2,21.83,Normal,63,10.80952381,High
22,Male,117.3,1.68,172,134,57,1.24,914,Yoga,28.5,2.7,3,2,41.56,Overweight,74.4,12.28494624,High
31,Female,77.4,1.71,190,137,52,1.26,863,Cardio,26.2,1.8,4,2,26.47,Obese,75.6,11.41534392,High
28,Female,72.9,1.67,197,147,74,1.13,831,Cardio,34.7,2.2,3,2,26.14,Obese,67.8,12.25663717,High
26,Female,71.2,1.5,182,142,54,1.15,816,Cardio,34.6,2.6,2,1,31.64,Overweight,69,11.82608696,High
51,Male,88.2,1.62,163,133,72,1.56,1027,Cardio,11.8,3.5,4,3,33.61,Overweight,93.6,10.97222222,High
29,Female,75.6,1.8,175,149,57,1.31,976,Yoga,25.7,1.9,4,2,23.33,Normal,78.6,12.4173028,High
52,Female,57.9,1.56,166,152,68,1.66,1135,HIIT,15.8,2.7,4,3,23.79,Normal,99.6,11.39558233,High
52,Female,70.6,1.58,181,164,67,1.02,753,HIIT,34.9,2,3,2,28.28,Obese,61.2,12.30392157,High
18,Male,118.6,1.64,188,134,67,0.94,693,Cardio,25.6,2.7,3,1,44.1,Overweight,56.4,12.28723404,Medium
57,Male,55.7,1.99,170,126,70,1.13,705,Strength,23.6,3,3,2,14.07,Underweight,67.8,10.39823009,High
39,Male,102.3,1.94,192,134,50,0.89,656,Yoga,22.9,2.4,3,1,27.18,Obese,53.4,12.28464419,Medium
46,Male,72.6,1.87,188,161,64,1.31,1044,HIIT,22.6,3.4,4,2,20.76,Normal,78.6,13.28244275,High
25,Female,63.8,1.68,198,165,67,0.95,784,Cardio,31.6,1.9,2,1,22.6,Normal,57,13.75438596,Medium
28,Female,67.3,1.67,171,157,74,0.61,479,Strength,29.2,2.3,3,1,24.13,Normal,36.6,13.08743169,Medium
58,Female,59.3,1.58,166,165,56,1.97,1463,Strength,19.8,2.7,4,3,23.75,Normal,118.2,12.37732657,High
54,Female,70.7,1.57,198,163,65,1.14,836,Cardio,31.8,2.1,3,1,28.68,Obese,68.4,12.22222222,High
31,Male,86.9,1.69,185,130,65,1.72,1230,Yoga,14,3.5,4,3,30.43,Overweight,103.2,11.91860465,High
47,Male,98.2,1.9,199,148,64,0.76,557,HIIT,22.9,3,3,1,27.2,Obese,45.6,12.21491228,Medium
52,Male,63.6,1.62,168,150,55,1.3,965,Strength,20.8,2.3,4,2,24.23,Normal,78,12.37179487,High
38,Female,45.2,1.68,193,144,58,1.01,727,HIIT,29.9,2.4,3,2,16.01,Underweight,60.6,11.99669967,High
54,Male,117.2,1.62,172,143,56,1.04,736,HIIT,23.1,2.3,4,2,44.66,Overweight,62.4,11.79487179,High
22,Male,107.4,1.74,195,138,63,1.34,1017,Strength,22,2.2,2,1,35.47,Overweight,80.4,12.64925373,High
36,Female,59.1,1.78,184,121,60,0.85,514,Cardio,34.5,2.2,2,1,18.65,Normal,51,10.07843137,Medium
31,Female,53.3,1.64,183,141,70,0.57,402,Strength,29.4,2.4,3,1,19.82,Normal,34.2,11.75438596,Medium
43,Male,46.2,1.63,176,139,65,1.18,812,Strength,21.7,2.1,2,1,17.39,Underweight,70.8,11.46892655,High
21,Male,67,1.61,161,152,74,1.32,1104,Yoga,22,2.1,3,2,25.85,Obese,79.2,13.93939394,High
42,Male,86.3,1.77,172,127,55,1.77,1113,HIIT,11.4,3.5,4,3,27.55,Obese,106.2,10.48022599,High
59,Male,85.5,1.67,190,144,71,1.99,1418,Cardio,15,3.5,5,3,30.66,Overweight,119.4,11.8760469,High
42,Male,70.2,1.87,188,165,65,1.38,1127,HIIT,22.7,3.4,3,2,20.07,Normal,82.8,13.61111111,High
35,Male,127.1,1.62,187,128,69,1.02,718,Strength,23.3,3.4,4,2,48.43,Overweight,61.2,11.73202614,High
57,Female,75.6,1.67,186,153,65,1.05,723,Cardio,31.6,1.8,3,2,27.11,Obese,63,11.47619048,High
25,Female,62.6,1.65,174,142,61,1.2,852,Cardio,27.9,2.2,3,1,22.99,Normal,72,11.83333333,High
56,Female,55.7,1.53,190,124,66,1.91,1066,Cardio,16.1,2.7,5,3,23.79,Normal,114.6,9.301919721,High
57,Male,96.1,1.74,199,144,54,1.21,862,Cardio,21.6,2.8,3,2,31.74,Overweight,72.6,11.87327824,High
31,Female,76.7,1.62,174,127,74,1.39,883,Yoga,28.1,2.3,4,2,29.23,Obese,83.4,10.58752998,High
49,Male,57.2,1.89,192,135,62,1.14,762,Cardio,21.1,3.5,2,1,16.01,Underweight,68.4,11.14035088,High
55,Male,69.9,1.81,179,167,57,1.2,992,Strength,20.2,2.1,4,2,21.34,Normal,72,13.77777778,High
50,Female,67.9,1.77,171,164,73,1.03,760,Yoga,33,2.4,3,2,21.67,Normal,61.8,12.29773463,High
40,Male,87.9,1.87,196,134,54,1.96,1445,Strength,10.7,3.5,5,3,25.14,Obese,117.6,12.28741497,High
32,Male,102.8,1.98,168,120,61,1.24,818,Strength,27.8,2.8,3,2,26.22,Obese,74.4,10.99462366,High
50,Female,51.8,1.5,182,141,58,1.32,838,HIIT,33,2.2,3,1,23.02,Normal,79.2,10.58080808,High
42,Female,57.7,1.57,167,122,52,1.83,1005,Cardio,17.7,2.7,4,3,23.41,Normal,109.8,9.153005464,High
34,Female,66.5,1.69,191,157,52,0.81,636,Cardio,28.1,2.3,3,1,23.28,Normal,48.6,13.08641975,Medium
50,Male,95.4,1.61,173,133,50,1.16,764,Strength,21.5,3.6,4,2,36.8,Overweight,69.6,10.97701149,High
19,Female,69.2,1.6,186,155,74,1.17,907,Cardio,32.4,1.6,3,1,27.03,Obese,70.2,12.92022792,High
31,Female,66.6,1.67,184,137,71,1.02,699,Yoga,31,1.5,4,2,23.88,Normal,61.2,11.42156863,High
57,Male,83.4,1.65,172,166,67,1.57,1290,HIIT,13.3,3.5,4,3,30.63,Overweight,94.2,13.69426752,High
57,Female,43.8,1.75,180,160,73,1.39,1001,Cardio,25.1,1.7,2,1,14.3,Underweight,83.4,12.00239808,High
56,Female,64.2,1.69,190,137,61,1.99,1227,Cardio,19.6,2.7,5,3,22.48,Normal,119.4,10.27638191,High
23,Female,44.1,1.62,196,122,58,0.58,354,Yoga,25.7,2.7,2,1,16.8,Underweight,34.8,10.17241379,Medium
23,Male,87.3,1.91,164,129,58,1.87,1327,HIIT,11.8,3.5,5,3,23.93,Normal,112.2,11.82709447,High
20,Male,55,1.6,172,168,67,1.12,1035,Yoga,24,3.2,4,2,21.48,Normal,67.2,15.40178571,High
24,Male,87.1,1.74,187,158,67,1.57,1364,Strength,10,3.5,4,3,28.77,Obese,94.2,14.47983015,High
25,Male,66.6,1.61,184,166,56,1.38,1260,Strength,25,3,2,1,25.69,Obese,82.8,15.2173913,High
59,Female,60.4,1.76,194,120,53,1.72,929,Cardio,18.8,2.7,5,3,19.5,Normal,103.2,9.001937984,High
32,Male,126.4,1.83,198,146,62,1.1,883,HIIT,28.2,2.1,3,2,37.74,Overweight,66,13.37878788,High
46,Male,88.7,1.63,166,146,66,0.75,542,Strength,28.8,3.5,2,1,33.38,Overweight,45,12.04444444,Medium
,,,,,,,,,,,,,,,,,,Low
